21,0.032778,0.985473,0.165965
37,0.030947,0.98413,0.16743
52,0.02936,0.982543,0.168162
68,0.028139,0.981322,0.168162
84,0.027162,0.98181,0.168528
99,0.028017,0.980468,0.17097
115,0.027895,0.977416,0.168772
130,0.026186,0.98059,0.166697
146,0.025331,0.982543,0.16804
162,0.031069,0.983642,0.156443
177,0.037539,0.996094,0.155954
193,0.034853,1.000244,0.151315
209,0.031557,0.995849,0.149484
224,0.026918,1.00061,0.154611
240,0.032167,1.006958,0.160593
255,0.038149,0.982177,0.153391
271,0.033144,0.972655,0.153757
287,0.035342,0.983397,0.159128
302,0.039614,1.008423,0.166331
318,0.034365,0.997925,0.169139
334,0.034975,0.985351,0.160227
349,0.029238,0.968626,0.151315
365,0.031069,0.979491,0.15217
380,0.031191,0.998901,0.153391
396,0.040225,1.014894,0.157663
412,0.036806,1.021608,0.158274
427,0.032045,0.996704,0.153391
443,0.030825,0.995727,0.150339
459,0.027773,0.987792,0.148996
475,0.031923,0.981566,0.144113
490,0.034975,0.991088,0.145089
506,0.031923,1.019899,0.155588
521,0.021669,1.026735,0.145211
537,0.017396,1.008301,0.136666
552,0.029848,0.985717,0.138619
568,0.027895,0.97412,0.148752
584,0.030825,1.000854,0.164866
599,0.031435,1.005005,0.165354
615,0.033266,1.006348,0.167186
630,0.030703,1.005127,0.167796
646,0.030214,1.006714,0.165965
662,0.031313,1.006958,0.167308
677,0.023378,0.983886,0.152902
693,0.025941,0.967405,0.156809
709,0.028993,0.981566,0.169993
724,0.043887,0.97827,0.16865
740,0.042422,1.000732,0.173656
755,0.032045,0.976805,0.149118
771,0.036806,1.010133,0.151193
787,0.046939,1.026003,0.166087
802,0.042422,1.016603,0.163279
818,0.011292,0.976683,0.146798
834,-0.002747,0.977049,0.136544
850,-0.005066,0.975951,0.138375
865,-0.009949,0.968016,0.13105
880,-0.006897,0.994873,0.1363
896,-0.001892,1.008179,0.132515
912,0.007874,1.000488,0.125679
927,0.009949,0.991821,0.128243
943,0.004822,0.985351,0.123482
959,0.010804,0.982909,0.129586
974,0.023744,0.983764,0.128609
990,0.020082,0.969969,0.132515
1005,0.01056,0.965574,0.129341
1021,0.009949,1.004639,0.136666
1037,-0.001892,1.014039,0.148996
1055,0.002991,1.009034,0.164622
1068,0.016541,1.020509,0.173778
1087,0.026064,1.007447,0.170604
1099,-0.002991,0.958494,0.150095
1115,0.001892,1.013428,0.145211
1130,0.006775,1.010377,0.138863
1146,0.009339,0.985961,0.137765
1162,0.016541,0.986571,0.138253
1177,0.017762,0.995239,0.135445
1193,0.03229,1.014405,0.126778
1209,0.022768,1.016114,0.123726
1224,-0.005799,0.984008,0.088567
1240,-0.011292,0.980345,0.091375
1255,-0.020204,0.977904,0.09284
1271,-0.023256,0.975707,0.090276
1287,-0.013001,0.954587,0.07758
1302,-0.013245,0.963621,0.077947
1318,0.016541,0.981322,0.099921
1334,0.032412,1.001587,0.123482
1349,0.028261,1.009156,0.118477
1365,0.008362,1.004517,0.099066
1380,-0.038027,1.063847,0.053409
1396,-0.04291,1.025026,0.011658
1412,0.018983,1.035036,0.049625
1427,0.037417,1.069829,0.063908
1443,0.012147,1.052371,0.068913
1459,0.005432,1.027834,0.070012
1474,0.029238,1.014161,0.098089
1490,0.043643,1.017946,0.105292
1505,0.0329,1.005615,0.106635
1521,0.002503,1.039919,0.101386
1538,0.006287,1.092901,0.11164
1553,-0.021181,1.113166,0.105048
1568,-0.02704,1.048343,0.093328
1584,-0.024721,0.95886,0.110541
1599,-0.011292,0.891839,0.106025
1615,-0.03229,0.909174,0.092108
1630,-0.028505,0.958372,0.122017
1646,-0.021425,1.041751,0.170115
1662,-0.043521,0.951413,0.155466
1677,-0.037783,0.951535,0.161448
1693,-0.028261,0.912104,0.176585
1709,-0.037295,0.987182,0.198804
1724,-0.034853,0.9624,0.215528
1740,-0.010193,0.969114,0.238723
1755,-0.003357,0.982543,0.23445
1771,-0.026918,0.96594,0.214674
1787,-0.05463,0.977049,0.225172
1802,-0.06989,0.950436,0.209669
1818,-0.055362,0.986449,0.212598
1834,-0.058048,0.979369,0.222121
1851,-0.045962,0.956907,0.216261
1865,-0.032534,0.942746,0.216749
1880,-0.028993,0.942623,0.216383
1896,-0.028261,0.943966,0.214552
1912,-0.030947,0.941891,0.2115
1927,-0.048648,0.851553,0.193066
1943,-0.040469,0.898187,0.200513
1959,-0.057071,0.981444,0.20918
1974,-0.111274,1.146127,0.276689
1990,-0.064762,1.079106,0.260819
2005,-0.033022,0.97534,0.224684
2021,-0.053165,1.071049,0.18391
2037,-0.090154,1.029909,0.179882
2052,-0.116279,0.949094,0.165721
2069,-0.118476,0.875237,0.1739
2084,-0.106147,0.875114,0.17683
2099,-0.059635,0.913447,0.218702
2115,-0.009339,1.002442,0.25203
2130,-0.025575,1.014283,0.269609
2146,-0.029482,1.030519,0.2961
2162,-0.059147,0.901605,0.271806
2177,-0.017152,0.854239,0.284502
2193,-0.002258,0.958494,0.330403
2209,-0.02997,1.025636,0.360801
2224,-0.019838,1.089971,0.377525
2240,0.011781,1.0282,0.339437
2256,-0.003479,0.976561,0.300617
2271,-0.033632,0.963377,0.289385
2287,-0.04816,1.020265,0.302448
2302,-0.028627,1.051761,0.276201
2318,-0.001038,1.027956,0.235671
2334,0.015321,0.978636,0.206983
2349,0.004334,0.949704,0.19563
2365,-0.001648,0.987304,0.187695
2380,0.003845,1.020265,0.19685
2396,0.007874,1.006348,0.182689
2412,0.00238,0.988525,0.173778
2427,-0.012513,0.984984,0.162302
2443,-0.028261,0.957517,0.154001
2459,-0.024965,0.942135,0.157419
2474,-0.025453,0.952268,0.164622
2490,-0.030947,0.948727,0.165476
2506,-0.020082,0.966184,0.190502
2523,-0.027162,0.977782,0.200024
2537,-0.029848,0.977782,0.200513
2552,-0.049258,1.009156,0.226882
2568,-0.036074,1.02234,0.22151
2584,-0.025209,1.001709,0.228469
2600,-0.035586,0.957273,0.2491
2615,-0.037173,0.989868,0.289507
2630,-0.004822,0.977904,0.283159
2646,-0.012147,0.961423,0.308063
2662,-0.036074,0.935787,0.284746
2677,-0.051456,0.968016,0.263871
2693,-0.039248,0.929439,0.253983
2709,-0.02997,0.978148,0.270707
2724,-0.065251,1.027834,0.285967
2740,-0.064884,1.053226,0.287676
2755,-0.039858,0.997803,0.252518
2772,0.000427,0.913691,0.171702
2787,0.011658,1.057743,0.306232
2802,-0.040713,0.998779,0.259965
2818,-0.076115,1.04468,0.282549
2834,-0.028383,0.93774,0.23445
2849,0.001648,0.872062,0.197461
2865,0.01703,0.943112,0.22798
2880,0.014222,0.947507,0.231276
2896,-0.021181,1.08167,0.264603
2912,-0.065861,1.073247,0.270463
2927,-0.038393,0.922969,0.184765
2943,0.006775,0.862052,0.13044
2959,-0.011414,0.88073,0.158274
2974,-0.094793,1.106452,0.197461
2990,-0.074528,1.05054,0.146798
3005,-0.021913,0.992431,0.117622
3021,0.011781,0.916377,0.122017
3037,-0.002625,0.9436,0.134469
3052,-0.027895,1.000854,0.156931
3068,-0.065006,1.014405,0.163889
3084,-0.079778,0.979735,0.135079
3099,-0.021669,0.99646,0.120796
3115,-0.029482,1.002075,0.106147
3132,-0.029726,1.02527,0.095648
3146,-0.056217,1.016969,0.108222
3162,-0.060734,1.011231,0.108954
3177,-0.066349,1.006836,0.109443
3193,-0.071721,1.003174,0.109809
3209,-0.060856,0.988403,0.112495
3224,-0.051334,1.017579,0.128731
3240,-0.02289,1.008423,0.121895
3256,-0.013856,0.982055,0.082464
3271,-0.009705,0.919673,0.068547
3287,-0.032045,0.807117,0.02411
3302,0.003357,1.051028,0.062077
3318,0.027773,1.032839,0.083318
3334,0.002136,0.943478,0.113349
3349,0.01764,0.93713,0.110053
3365,0.032045,0.973387,0.104315
3381,0.018495,1.047854,0.12043
3396,0.009827,1.07813,0.110297
3412,-0.030458,1.043704,0.150217
3427,-0.025942,1.013428,0.138497
3443,0.002869,0.96472,0.116767
3459,0.018495,0.977538,0.083074
3474,-0.05109,0.947629,0.058903
3490,-0.007996,0.918208,-0.015443
3505,0.020692,0.939571,-0.066471
3521,0.061466,1.005005,-0.109565
3537,0.038882,1.013551,-0.102606
3552,0.018739,1.02881,-0.10163
3568,0.003357,1.032473,-0.064274
3584,0.001038,1.114509,-0.067326
3599,-0.005188,1.142709,-0.04169
3615,0.010926,1.143075,-0.03644
3631,0.05817,1.099127,-0.08344
3646,0.059025,1.003784,-0.021303
3663,0.049747,0.991577,-0.006287
3677,0.041812,0.967649,0.026796
3693,0.023134,0.963255,0.117988
3709,0.031069,1.05994,0.141427
3724,0.038393,1.14808,0.134591
3740,0.05878,1.157724,0.1081
3755,0.038027,0.938961,0.096258
3771,0.046451,0.938839,0.109931
3787,0.027773,1.001221,0.122383
3802,0.026186,1.033083,0.117012
3818,0.024721,1.037478,0.113471
3834,0.036074,1.062382,0.074773
3851,0.005921,0.811756,0.079534
3865,-0.004212,0.833608,0.127876
3880,-0.005921,0.970091,0.148019
3896,0.01117,1.058964,0.168528
3912,0.033144,1.146005,0.178417
3927,0.012391,0.968016,0.102973
3943,0.006897,0.954099,0.101019
3959,0.00824,0.943112,0.102851
3974,0.012879,0.950192,0.10578
3990,0.030458,0.985229,0.104315
4005,0.048404,1.035525,0.122505
4021,0.041567,1.035769,0.126412
4037,0.028993,1.018922,0.116767
4052,0.032167,1.001587,0.11164
4068,0.032656,0.983397,0.113471
4084,0.016541,0.99353,0.115913
4099,0.029848,1.002564,0.121162
4115,0.031069,1.04053,0.123482
4130,0.036684,1.034426,0.106391
4146,0.028505,1.021974,0.092108
4162,0.028505,0.942379,0.090399
4177,0.031191,0.968016,0.106513
4194,0.025941,0.992309,0.117012
4209,0.022645,1.011109,0.123848
4224,0.028749,1.017213,0.128365
4240,0.02057,1.011597,0.127876
4256,0.025575,1.006104,0.133004
4271,0.018739,0.986205,0.13044
4287,0.003357,0.98059,0.132149
4302,0.00116,1.00061,0.121284
4318,0.010193,1.005493,0.115302
4334,0.026552,1.003906,0.100043
4349,0.028871,1.001465,0.091131
4365,0.02057,1.004639,0.091497
4380,0.017152,0.991699,0.083196
4396,0.013245,0.984496,0.104437
4412,0.021791,0.993286,0.104682
4427,0.021303,1.010987,0.106757
4443,0.022157,1.016725,0.106391
4459,0.022401,1.017946,0.105414
4474,0.018983,1.02527,0.106879
4490,0.01117,1.031862,0.106391
4505,0.00824,1.02234,0.101996
4521,0.015077,0.985595,0.092718
4538,0.031557,0.951779,0.094183
4552,0.046329,0.984496,0.125801
4568,0.056949,0.999878,0.140206
4584,0.062321,1.01001,0.150339
4599,0.152048,1.019044,0.132638
4615,0.156565,1.021852,0.13105
4631,0.165721,1.047122,0.138497
4646,0.155344,1.05286,0.126167
4662,0.157297,1.016358,0.117256
4677,0.144723,0.970091,0.110908
4693,0.133614,0.939327,0.128365
4709,0.144479,0.949582,0.137154
4725,0.154611,0.999146,0.154611
4740,0.128975,1.072636,0.148386
4755,0.116767,1.070317,0.13398
4771,0.099432,1.0376,0.129586
4787,0.085638,0.989379,0.125069
4802,0.071232,0.982055,0.131173
4818,0.073796,0.986083,0.138619
4834,0.090521,1.00879,0.151682
4851,0.099921,1.045413,0.164988
4865,0.095648,1.043582,0.168895
4880,0.091375,1.042849,0.167796
4896,0.091253,1.039431,0.171336
4912,0.076726,1.027712,0.151315
4927,0.061466,0.985229,0.131295
4943,0.065861,0.94067,0.114082
4959,0.051456,0.941403,0.109443
4974,0.023622,0.957395,0.106513
4990,0.021791,0.95361,0.119209
5005,0.00702,0.985961,0.198315
5021,-0.013368,1.023561,0.190136
5037,-0.005555,0.997192,0.162547
5052,-0.037173,0.964353,0.150583
5068,-0.0423,0.983397,0.189526
5084,-0.046206,0.987426,0.188549
5099,-0.054386,0.989623,0.197583
5115,-0.057071,0.983275,0.216993
5130,-0.044497,0.955197,0.201856
5146,-0.062809,0.940182,0.158274
5162,-0.06989,0.946042,0.174144
5177,-0.055606,0.979491,0.180614
5193,-0.052066,0.971922,0.169383
5209,-0.087591,0.974852,0.188305
5224,-0.016175,0.926509,0.208936
5240,-0.120063,1.00232,0.206006
5257,-0.112006,1.022829,0.244461
5271,-0.113349,1.027101,0.246292
5287,-0.134835,0.973387,0.219191
5302,-0.135567,0.939938,0.211988
5319,-0.138253,0.922359,0.195996
5334,-0.140328,0.921626,0.183544
5349,-0.157419,0.936275,0.192211
5365,-0.174632,0.965086,0.191845
5381,-0.190991,0.970701,0.192578
5396,-0.191601,0.94006,0.189648
5412,-0.194165,0.920527,0.190014
5427,-0.201367,0.909296,0.172313
5443,-0.203809,0.930538,0.16157
5459,-0.189892,0.944455,0.162791
5474,-0.182567,0.994873,0.185741
5490,-0.175853,1.027834,0.189404
5505,-0.184154,1.014161,0.192822
5521,-0.177562,0.992065,0.201367
5537,-0.175853,0.983153,0.222487
5552,-0.136788,0.997314,0.241165
5568,-0.125923,1.017579,0.247146
5584,-0.118843,1.045901,0.241531
5599,-0.093573,1.055545,0.230422
5615,-0.063175,1.063114,0.217604
5631,-0.046328,1.042605,0.227736
5646,-0.048526,1.013917,0.236648
5662,-0.05817,1.008179,0.230544
5677,-0.062565,0.995971,0.220167
5693,-0.069279,0.97766,0.203076
5709,-0.068669,0.964353,0.210401
5724,-0.067204,0.967405,0.210035
5740,-0.065983,0.970823,0.206128
5756,-0.063664,0.967771,0.202588
5771,-0.060612,0.976561,0.216627
5788,-0.08576,1.011842,0.223952
5802,-0.120186,0.994873,0.217604
5818,-0.135567,0.931881,0.197583
5834,-0.138497,0.9718,0.18391
5851,-0.125435,0.961301,0.117622
5865,-0.130318,0.942379,0.104193
5880,-0.122505,0.974852,0.125679
5896,-0.107367,0.973509,0.169261
